Name,rating,total_reviews,rating_normalized,reviews_normalized,score,rank
Garis Batas Coffee Malang,4.9,14,0.9750000000000001,0.0007526196954784924,0.6827257859086435,1376
Warkop cak gondrong,4.9,14,0.9750000000000001,0.0007526196954784924,0.6827257859086435,1377
Warkop Kulon Pasar,4.9,14,0.9750000000000001,0.0007526196954784924,0.6827257859086435,1378
Nasi Rawon Bu Nasikah,4.9,14,0.9750000000000001,0.0007526196954784924,0.6827257859086435,1379
Kopi Pak De,4.9,14,0.9750000000000001,0.0007526196954784924,0.6827257859086435,1380
Nyooy.id,4.9,14,0.9750000000000001,0.0007526196954784924,0.6827257859086435,1381
Ketan Tilem Lumintu,4.9,14,0.9750000000000001,0.0007526196954784924,0.6827257859086435,1382
D'Aryasuta Cafe & Biliar,4.9,14,0.9750000000000001,0.0007526196954784924,0.6827257859086435,1383
CAFEKU Kediri,4.9,14,0.9750000000000001,0.0007526196954784924,0.6827257859086435,1384
Joko Lelono Dicucuk Talkun,4.9,14,0.9750000000000001,0.0007526196954784924,0.6827257859086435,1385
toko tyas,4.9,14,0.9750000000000001,0.0007526196954784924,0.6827257859086435,1386
Dhania caffe,4.9,14,0.9750000000000001,0.0007526196954784924,0.6827257859086435,1387
Dobbubuns,4.9,14,0.9750000000000001,0.0007526196954784924,0.6827257859086435,1388
KOPAIDO COFFE,4.9,14,0.9750000000000001,0.0007526196954784924,0.6827257859086435,1389
Moon Cafe Surabaya,4.9,14,0.9750000000000001,0.0007526196954784924,0.6827257859086435,1390
Kopi songo Turen,4.9,14,0.9750000000000001,0.0007526196954784924,0.6827257859086435,1391
Ngoffeeskuy,4.9,14,0.9750000000000001,0.0007526196954784924,0.6827257859086435,1392
BELIKOPI. MALANG KAWI,4.9,13,0.9750000000000001,0.0006947258727493776,0.6827084177618248,1393
Warung Teras - Es Degan | Ayam Geprek | Tahu Telor,4.9,13,0.9750000000000001,0.0006947258727493776,0.6827084177618248,1394
ESQUE Indonesia Sulfat,4.9,13,0.9750000000000001,0.0006947258727493776,0.6827084177618248,1395
Kopi Lain Hati Sawojajar Malang,4.9,13,0.9750000000000001,0.0006947258727493776,0.6827084177618248,1396
Poly_Coffee,4.9,13,0.9750000000000001,0.0006947258727493776,0.6827084177618248,1397
IKM Center,4.9,13,0.9750000000000001,0.0006947258727493776,0.6827084177618248,1398
Jaliteng coffee shop,4.9,13,0.9750000000000001,0.0006947258727493776,0.6827084177618248,1399
SANGKARA WARCOFFE,4.9,12,0.9750000000000001,0.0006368320500202628,0.682691049615006,1400
"Temperature Coffee, Dining, & Workspace",4.9,12,0.9750000000000001,0.0006368320500202628,0.682691049615006,1401
Batavia Ice Cream,4.9,12,0.9750000000000001,0.0006368320500202628,0.682691049615006,1402
ELCAN BURGER & SEBLAK,4.9,12,0.9750000000000001,0.0006368320500202628,0.682691049615006,1403
Kopi Kerabat Bang Oly,4.9,12,0.9750000000000001,0.0006368320500202628,0.682691049615006,1404
Terakota CoffeeBar,4.9,12,0.9750000000000001,0.0006368320500202628,0.682691049615006,1405
Klub Semangat Sehati,4.9,12,0.9750000000000001,0.0006368320500202628,0.682691049615006,1406
De Natuna,4.9,12,0.9750000000000001,0.0006368320500202628,0.682691049615006,1407
Ndamel Kopi,4.9,12,0.9750000000000001,0.0006368320500202628,0.682691049615006,1408
RINDU CHEESETEA,4.9,12,0.9750000000000001,0.0006368320500202628,0.682691049615006,1409
Bu Iwan Sosis,4.9,12,0.9750000000000001,0.0006368320500202628,0.682691049615006,1410
Bring'S Cafe,4.9,11,0.9750000000000001,0.000578938227291148,0.6826736814681873,1411
Marubozzu Cafe,4.9,11,0.9750000000000001,0.000578938227291148,0.6826736814681873,1412
Pujasera Kuliner & Kontrakan Piranha Inn MALANG,4.9,11,0.9750000000000001,0.000578938227291148,0.6826736814681873,1413
SEDUH KOPI BATU,4.9,11,0.9750000000000001,0.000578938227291148,0.6826736814681873,1414
Hitam Putih Cafe,4.9,11,0.9750000000000001,0.000578938227291148,0.6826736814681873,1415
Buntu Terrace,4.9,11,0.9750000000000001,0.000578938227291148,0.6826736814681873,1416
Kopi TACTIKAL karya timur,4.9,11,0.9750000000000001,0.000578938227291148,0.6826736814681873,1417
Kedai STMJ & Kopi Mat Kodak,4.9,11,0.9750000000000001,0.000578938227291148,0.6826736814681873,1418
